order_id,order_date,customer_id,product_category,price,quantity,order_value,payment_method,city,state,customer_age,temporal_anomaly,quantity_reconstructed,quantity_inconsistency
22,2024-05-15,2380,Electronics,506,27,13601,paypal,Phoenix,AZ,57.0,False,False,False
23,2024-03-07,2053,Beauty,418,20,8360,credit_card,Boston,MA,28.0,False,True,False
24,2024-12-05,1032,Sports,389,11,4279,credit_card,Seattle,WA,46.0,False,True,False
25,2024-10-13,1070,Fashion,309,35,10768,debit_card,New York,NY,77.0,False,False,False
26,2024-08-23,2916,Toys,459,28,12751,credit_card,Houston,TX,73.0,False,False,False
27,2024-05-27,2818,Home,1477,4,5908,paypal,Denver,CO,49.0,False,True,False
28,2024-10-28,2171,Home,532,21,11359,credit_card,Los Angeles,CA,64.0,False,False,False
29,2024-07-18,1349,Fashion,455,31,14167,credit_card,Phoenix,AZ,69.0,False,False,False
30,2024-06-11,2562,Grocery,69,203,13914,credit_card,San Francisco,CA,56.0,False,False,False
31,2024-06-13,1286,Beauty,354,1,354,credit_card,Los Angeles,CA,31.0,False,True,False
32,2024-03-24,1754,Home,1618,8,12473,debit_card,Miami,FL,69.0,False,False,False
33,2024-02-03,1659,Sports,1026,10,10260,credit_card,Boston,MA,23.0,False,True,False
34,2024-07-21,1024,Grocery,169,11,1859,credit_card,Houston,TX,50.0,False,True,False
35,2024-11-20,2614,Grocery,159,73,11510,paypal,San Francisco,CA,67.0,False,False,False
36,2024-01-24,2019,Beauty,457,18,8226,credit_card,Phoenix,AZ,53.0,False,True,False
37,2024-11-10,1632,Electronics,727,4,2908,debit_card,Los Angeles,CA,39.0,False,True,False
38,2024-10-29,2014,Home,467,8,3736,credit_card,Los Angeles,CA,44.0,False,True,False
39,2024-04-11,1000,Home,308,7,2156,paypal,Los Angeles,CA,46.0,False,True,False
40,2024-08-19,1873,Home,235,61,14263,credit_card,Seattle,WA,64.0,False,False,False
41,2024-03-01,2039,Home,123,116,14252,debit_card,Los Angeles,CA,80.0,False,False,False
42,2024-10-04,1679,Fashion,146,86,12526,credit_card,Houston,TX,67.0,False,False,False
43,2024-09-13,2660,Sports,497,12,5964,credit_card,Boston,MA,37.0,False,True,False
44,2024-05-09,1499,Fashion,404,5,2020,credit_card,San Francisco,CA,25.0,False,True,False
45,2024-01-25,1275,Fashion,227,12,2724,credit_card,Miami,FL,47.0,False,True,False
46,2024-12-21,2055,Home,586,23,13586,paypal,Seattle,WA,72.0,False,False,False
47,2024-06-12,2774,Home,389,29,11428,credit_card,Miami,FL,57.0,False,False,False
48,2024-11-22,1750,Grocery,234,4,936,cash,Phoenix,AZ,38.0,False,True,False
49,2024-09-05,1093,Toys,268,5,1340,credit_card,Los Angeles,CA,23.0,False,True,False
50,2024-10-11,2939,Home,959,10,9590,credit_card,Boston,MA,33.0,False,True,False
51,2024-10-05,1888,Beauty,287,41,11744,credit_card,Chicago,IL,63.0,False,False,False
52,2024-03-12,1345,Beauty,80,185,14720,credit_card,Denver,CO,60.0,False,False,False
53,2024-05-13,2231,Grocery,459,13,5967,paypal,Phoenix,AZ,46.0,False,True,False
54,2024-06-19,1639,Home,205,15,3075,credit_card,San Francisco,CA,39.0,False,True,False
55,2024-07-01,2875,Toys,280,17,4760,paypal,New York,NY,29.0,False,True,False
56,2024-01-17,1587,Grocery,54,254,13681,credit_card,Phoenix,AZ,79.0,False,False,False
57,2024-07-19,2100,Beauty,332,16,5312,credit_card,Phoenix,AZ,45.0,False,True,False
58,2024-02-26,2086,Home,188,55,10361,credit_card,Houston,TX,66.0,False,False,False
59,2024-09-29,1484,Grocery,99,17,1683,debit_card,Seattle,WA,47.0,False,True,False
60,2024-09-06,1998,Fashion,676,15,10140,credit_card,Miami,FL,53.0,False,True,False
61,2024-12-03,1218,Sports,1262,10,12289,paypal,Denver,CO,58.0,False,False,False
62,2024-09-29,2287,Sports,331,16,5296,credit_card,San Francisco,CA,,False,True,False
63,2024-05-14,2516,Beauty,248,48,11979,credit_card,Los Angeles,CA,77.0,False,False,False
64,2024-12-20,2900,Electronics,1698,13,22074,paypal,Denver,CO,46.0,False,True,False
65,2024-05-30,1651,Sports,2106,5,11155,debit_card,Phoenix,AZ,66.0,False,False,False
66,2024-04-29,1570,Beauty,75,200,14975,paypal,Phoenix,AZ,75.0,False,False,False
67,2024-11-27,2097,Sports,295,1,295,credit_card,New York,NY,42.0,False,True,False
68,2024-05-15,2385,Home,5181,4,20724,debit_card,Miami,FL,32.0,False,True,False
69,2024-01-28,2984,Electronics,1178,9,10679,credit_card,San Francisco,CA,79.0,False,False,False
70,2024-06-20,1050,Sports,135,86,11571,cash,Los Angeles,CA,67.0,False,False,False
71,2024-10-18,1476,Toys,192,74,14244,credit_card,San Francisco,CA,67.0,False,False,False
72,2024-03-10,1524,Sports,67,160,10661,paypal,New York,NY,77.0,False,False,False
73,2024-06-18,1510,Grocery,119,19,2261,credit_card,Denver,CO,19.0,False,True,False
74,2024-02-17,1927,Toys,584,20,11881,paypal,Los Angeles,CA,77.0,False,False,False
75,2024-09-08,2745,Sports,295,5,1475,paypal,Phoenix,AZ,25.0,False,True,False
76,2024-06-23,1061,Electronics,1006,14,14084,paypal,New York,NY,27.0,False,True,False
77,2024-04-30,2631,Sports,1279,10,12790,credit_card,San Francisco,CA,31.0,False,True,False
78,2024-03-24,2235,Home,136,8,1088,credit_card,Seattle,WA,25.0,False,True,False
79,2024-07-25,2230,Beauty,85,5,425,paypal,Denver,CO,23.0,False,True,False
80,2024-09-02,2356,Home,458,12,5496,debit_card,Houston,TX,25.0,False,True,False
81,2024-12-10,1230,Grocery,54,9,486,debit_card,New York,NY,48.0,False,True,False
82,2024-06-08,2493,Fashion,338,14,4732,credit_card,Miami,FL,41.0,False,True,False
83,2024-02-28,1496,Sports,222,13,2886,credit_card,Chicago,IL,39.0,False,True,False
84,2024-10-31,2033,Home,652,13,8476,credit_card,Miami,FL,28.0,False,True,False
85,2024-08-18,2353,Home,488,27,13171,debit_card,New York,NY,79.0,False,False,False
86,2024-09-13,2207,Grocery,152,8,1216,credit_card,Chicago,IL,38.0,False,True,False
87,2024-02-05,1646,Home,645,20,12900,credit_card,Miami,FL,47.0,False,True,False
88,2024-04-24,1792,Sports,725,1,725,paypal,Miami,FL,26.0,False,True,False
89,2024-10-08,1953,Grocery,458,17,7786,credit_card,Chicago,IL,31.0,False,True,False
90,2024-10-31,1082,Toys,453,10,4530,paypal,Chicago,IL,32.0,False,True,False
91,2024-06-08,2452,Electronics,1125,10,11684,credit_card,San Francisco,CA,79.0,False,False,False
92,2024-10-21,1199,Fashion,374,6,2244,credit_card,New York,NY,29.0,False,True,False
93,2024-11-04,1917,Fashion,989,7,6923,credit_card,Los Angeles,CA,50.0,False,True,False
94,2024-05-21,2309,Home,309,20,6180,credit_card,Denver,CO,52.0,False,True,False
95,2024-11-24,1160,Home,1620,7,11340,debit_card,Seattle,WA,22.0,False,True,False
96,2024-04-15,2991,Sports,1940,4,7760,credit_card,New York,NY,40.0,False,True,False
97,2024-03-28,1754,Fashion,787,16,12592,credit_card,San Francisco,CA,23.0,False,True,False
98,2024-09-06,1031,Fashion,195,9,1755,credit_card,Houston,TX,29.0,False,True,False
99,2024-08-21,2317,Fashion,74,162,12044,debit_card,Boston,MA,60.0,False,False,False
100,2024-02-21,2115,Fashion,1013,4,4052,paypal,Miami,FL,53.0,False,True,False
101,2024-10-31,2280,Home,609,9,5481,credit_card,Houston,TX,49.0,False,True,False
102,2024-03-14,2502,Sports,337,7,2359,credit_card,Houston,TX,31.0,False,True,False
103,2024-10-21,1951,Grocery,250,51,12751,credit_card,Seattle,WA,57.0,False,False,False
104,2024-01-03,2653,Sports,307,48,14763,debit_card,Houston,TX,74.0,False,False,False
105,2024-10-18,1740,Toys,218,66,14355,credit_card,Chicago,IL,71.0,False,False,False
106,2024-10-15,2090,Grocery,149,10,1490,credit_card,Boston,MA,,False,True,False
107,2024-10-12,1317,Toys,125,84,10560,paypal,Miami,FL,60.0,False,False,False
108,2024-08-31,2239,Home,504,9,4536,credit_card,Miami,FL,33.0,False,True,False
109,2024-06-21,1523,Fashion,1022,13,12847,paypal,Boston,MA,72.0,False,False,False
110,2024-09-15,2393,Sports,723,11,7953,credit_card,,,47.0,False,True,False
111,2024-04-11,2602,Sports,1657,8,13266,paypal,Denver,CO,64.0,False,False,False
112,2024-10-12,2717,Home,1361,5,6805,credit_card,San Francisco,CA,51.0,False,True,False
113,2024-07-22,2858,Electronics,1475,8,11629,credit_card,Denver,CO,60.0,False,False,False
114,2024-06-16,1244,Fashion,66,172,11321,credit_card,Chicago,IL,76.0,False,False,False
115,2024-07-04,1275,Grocery,457,2,914,credit_card,Chicago,IL,26.0,False,True,False
116,2024-07-27,2852,Beauty,450,29,12989,debit_card,Phoenix,AZ,74.0,False,False,False
117,2024-01-14,1761,Beauty,458,18,8244,credit_card,Miami,FL,48.0,False,True,False
118,2024-02-21,1052,Home,423,19,8037,credit_card,Los Angeles,CA,26.0,False,True,False
119,2024-03-30,1573,Fashion,564,5,2820,paypal,Chicago,IL,45.0,False,True,False
120,2024-02-11,2672,Toys,989,4,3956,credit_card,New York,NY,21.0,False,True,False
121,2024-06-09,1709,Sports,386,10,3860,debit_card,Seattle,WA,52.0,False,True,False
122,2024-09-01,1153,Fashion,256,7,1792,debit_card,,,47.0,False,True,False
123,2024-08-27,2444,Fashion,410,3,1230,credit_card,Phoenix,AZ,42.0,False,True,False
124,2024-06-21,1389,Electronics,1947,16,31152,debit_card,Boston,MA,45.0,False,True,False
125,2024-11-08,1705,Grocery,86,140,12075,paypal,New York,NY,57.0,False,False,False
126,2024-07-25,1007,Grocery,226,64,14525,paypal,Los Angeles,CA,70.0,False,False,False
127,2024-01-29,2203,Electronics,773,20,15460,credit_card,Miami,FL,42.0,False,True,False
128,2024-10-06,1890,Fashion,476,2,952,credit_card,Phoenix,AZ,19.0,False,True,False
129,2024-07-29,2734,Sports,872,9,7848,paypal,New York,NY,53.0,False,True,False
130,2024-08-20,1668,Beauty,177,61,10818,debit_card,Los Angeles,CA,77.0,False,False,False
131,2024-07-25,1409,Grocery,191,12,2292,credit_card,Boston,MA,42.0,False,True,False
132,2024-07-21,1331,Fashion,482,2,964,credit_card,Miami,FL,25.0,False,True,False
133,2024-02-03,1400,Beauty,459,22,10205,debit_card,San Francisco,CA,74.0,False,False,False
134,2024-07-23,1902,Grocery,114,4,456,paypal,Houston,TX,44.0,False,True,False
135,2024-10-17,1174,Beauty,331,18,5958,paypal,Denver,CO,41.0,False,True,False
136,2024-04-21,1804,Fashion,258,16,4128,paypal,Denver,CO,36.0,False,True,False
137,2024-08-08,2709,Beauty,148,98,14499,credit_card,Houston,TX,64.0,False,False,False
138,2024-01-12,2535,Fashion,1139,8,9112,debit_card,Los Angeles,CA,27.0,False,True,False
139,2024-05-07,2274,Electronics,2437,6,14481,credit_card,Denver,CO,56.0,False,False,False
140,2024-06-08,2786,Beauty,108,12,1296,credit_card,Houston,TX,39.0,False,True,False
141,2024-12-25,2560,Beauty,282,7,1974,credit_card,Phoenix,AZ,42.0,False,True,False
142,2024-03-19,2305,Fashion,458,6,2748,paypal,Denver,CO,31.0,False,True,False
143,2024-04-11,2726,Sports,386,31,12084,credit_card,,,68.0,False,False,False
144,2024-05-29,1248,Fashion,922,1,922,credit_card,San Francisco,CA,46.0,False,True,False
145,2024-12-29,2636,Electronics,1326,10,13769,credit_card,Chicago,IL,76.0,False,False,False
146,2024-11-08,1590,Grocery,107,132,14229,credit_card,Los Angeles,CA,70.0,False,False,False
147,2024-01-13,2466,Electronics,464,24,11274,credit_card,Houston,TX,65.0,False,False,False
148,2024-03-26,2826,Sports,446,15,6690,credit_card,Phoenix,AZ,46.0,False,True,False
149,2024-10-27,1992,Electronics,1921,7,13272,credit_card,Los Angeles,CA,77.0,False,False,False
150,2024-01-22,1177,Toys,443,13,5759,credit_card,San Francisco,CA,54.0,False,True,False
151,2024-11-09,1740,Grocery,457,8,3656,paypal,Miami,FL,45.0,False,True,False
152,2024-04-12,1813,Toys,258,2,516,debit_card,Miami,FL,39.0,False,True,False
153,2024-12-01,2873,Toys,268,51,13686,paypal,Boston,MA,75.0,False,False,False
154,2024-04-17,2885,Beauty,84,16,1344,credit_card,Miami,FL,34.0,False,True,False
155,2024-06-07,2136,Grocery,457,26,11787,credit_card,Miami,FL,73.0,False,False,False
156,2024-08-30,2901,Grocery,36,1,45998,credit_card,Miami,FL,32.0,False,False,True
157,2024-02-16,1872,Home,125,118,14730,cash,,,66.0,False,False,False
158,2024-07-22,1822,Sports,256,7,1792,credit_card,Denver,CO,35.0,False,True,False
159,2024-07-03,2673,Beauty,817,18,14836,credit_card,Chicago,IL,70.0,False,False,False
160,2024-10-13,2334,Fashion,344,36,12434,paypal,Seattle,WA,70.0,False,False,False
161,2024-12-30,2044,Toys,364,29,10380,paypal,Chicago,IL,63.0,False,False,False
162,2024-08-31,1913,Electronics,972,15,14595,credit_card,Chicago,IL,80.0,False,False,False
163,2024-05-29,2411,Grocery,23,9,207,paypal,Denver,CO,50.0,False,True,False
164,2024-05-28,2506,Toys,646,20,12615,credit_card,Phoenix,AZ,70.0,False,False,False
165,2024-06-01,1981,Beauty,457,10,4570,credit_card,Boston,MA,52.0,False,True,False
166,2024-10-24,1063,Beauty,157,11,1727,credit_card,Boston,MA,20.0,False,True,False
167,2024-04-27,1203,Home,526,20,10520,cash,New York,NY,44.0,False,True,False
168,2024-03-02,1288,Sports,734,12,8808,credit_card,Phoenix,AZ,20.0,False,True,False
169,2026-05-12,1924,Grocery,55,196,10694,paypal,Chicago,IL,59.0,True,False,False
170,2024-01-09,2228,Home,126,3,378,credit_card,Houston,TX,27.0,False,True,False
171,2024-02-08,2607,Beauty,129,14,1806,debit_card,Chicago,IL,38.0,False,True,False
172,2024-02-02,1465,Fashion,235,58,13660,debit_card,Miami,FL,72.0,False,False,False
173,2024-10-09,2573,Toys,165,82,13436,paypal,Chicago,IL,64.0,False,False,False
174,2024-09-21,2332,Sports,1327,18,23886,paypal,Phoenix,AZ,39.0,False,True,False
175,2024-09-12,1103,Toys,116,5,580,paypal,Houston,TX,49.0,False,True,False
176,2024-06-18,1702,Beauty,459,3,1377,debit_card,Denver,CO,54.0,False,True,False
177,2024-09-19,1605,Fashion,485,8,3880,credit_card,Boston,MA,40.0,False,True,False
178,2024-02-29,2773,Home,1185,9,10699,cash,Houston,TX,65.0,False,False,False
179,2024-11-25,2842,Fashion,384,14,5376,credit_card,Los Angeles,CA,27.0,False,True,False
180,2024-07-02,2638,Toys,575,10,5750,credit_card,Boston,MA,44.0,False,True,False
181,2024-12-09,2056,Beauty,213,4,852,credit_card,Miami,FL,,False,True,False
182,2024-02-25,1985,Beauty,346,33,11374,credit_card,Seattle,WA,60.0,False,False,False
183,2024-07-01,1622,Fashion,129,111,14321,debit_card,New York,NY,58.0,False,False,False
184,2024-09-11,2545,Grocery,12,1258,14848,credit_card,New York,NY,68.0,False,False,False
185,2024-06-30,1172,Electronics,1983,13,25779,credit_card,Miami,FL,41.0,False,True,False
186,2024-06-12,1542,Electronics,2069,10,20690,paypal,Phoenix,AZ,32.0,False,True,False
187,2024-03-01,1270,Electronics,2144,3,6432,paypal,,,20.0,False,True,False
188,2024-05-19,1988,Grocery,64,187,12026,credit_card,New York,NY,72.0,False,False,False
189,2024-03-28,1599,Home,1810,14,25340,cash,Chicago,IL,38.0,False,True,False
190,2024-04-20,1394,Toys,211,50,10673,credit_card,Boston,MA,65.0,False,False,False
191,2024-09-07,1752,Beauty,342,7,2394,credit_card,Denver,CO,41.0,False,True,False
192,2024-08-18,2721,Beauty,393,3,1179,paypal,Boston,MA,38.0,False,True,False
193,2024-08-10,2116,Grocery,387,15,5805,debit_card,New York,NY,32.0,False,True,False
194,2024-05-12,2646,Electronics,1137,10,11760,paypal,New York,NY,67.0,False,False,False
195,2024-12-17,2827,Fashion,254,15,3810,credit_card,San Francisco,CA,36.0,False,True,False
196,2024-02-02,2804,Sports,184,13,2392,credit_card,Phoenix,AZ,36.0,False,True,False
197,2024-05-05,1702,Toys,1057,12,12539,credit_card,Phoenix,AZ,62.0,False,False,False
198,2024-02-13,2754,Toys,428,1,428,cash,Denver,CO,50.0,False,True,False
199,2024-05-04,2818,Sports,878,13,11502,credit_card,Los Angeles,CA,65.0,False,False,False
200,2024-12-18,2919,Fashion,5174,7,36218,credit_card,Los Angeles,CA,24.0,False,True,False
201,2024-05-14,1702,Electronics,1901,7,13057,credit_card,Miami,FL,78.0,False,False,False
202,2024-11-28,1456,Sports,216,13,2808,debit_card,Denver,CO,32.0,False,True,False
203,2024-06-30,2168,Home,470,7,3290,credit_card,Houston,TX,25.0,False,True,False
204,2024-09-13,2863,Sports,280,18,5040,paypal,Chicago,IL,24.0,False,True,False
205,2024-06-16,2801,Beauty,459,20,9180,credit_card,New York,NY,37.0,False,True,False
206,2024-04-07,2142,Sports,443,17,7531,credit_card,New York,NY,44.0,False,True,False
207,2024-10-06,1298,Toys,459,20,9180,credit_card,Houston,TX,22.0,False,True,False
208,2024-12-20,1844,Electronics,488,21,10040,credit_card,,,57.0,False,False,False
209,2024-04-06,2428,Toys,1092,13,14082,debit_card,Phoenix,AZ,56.0,False,False,False
210,2024-10-12,2120,Sports,776,18,14223,paypal,Los Angeles,CA,66.0,False,False,False
211,2024-04-05,1690,Electronics,1224,2,2448,credit_card,Miami,FL,19.0,False,True,False
212,2024-09-19,1685,Home,1008,14,14112,credit_card,San Francisco,CA,24.0,False,True,False
213,2024-10-15,1119,,356,8,2848,credit_card,Los Angeles,CA,30.0,False,True,False
214,2024-06-13,1577,Grocery,122,18,2196,paypal,Miami,FL,45.0,False,True,False
215,2024-09-26,2338,Sports,1056,6,6336,cash,Seattle,WA,54.0,False,True,False
216,2024-04-09,1482,Grocery,109,6,654,paypal,Miami,FL,30.0,False,True,False
217,2024-01-30,2986,Home,940,8,7520,credit_card,New York,NY,,False,True,False
218,2024-02-05,1164,Fashion,789,10,7890,credit_card,Miami,FL,,False,True,False
219,2024-06-12,2177,Grocery,111,7,777,cash,Boston,MA,52.0,False,True,False
220,2024-11-26,1993,Home,468,15,7020,credit_card,Miami,FL,51.0,False,True,False
221,2024-02-16,2666,Toys,1039,13,13918,debit_card,San Francisco,CA,58.0,False,False,False
222,2024-06-15,2775,Home,375,31,11517,paypal,Boston,MA,65.0,False,False,False
223,2024-09-14,2086,Fashion,585,23,13162,paypal,Denver,CO,70.0,False,False,False
224,2024-03-15,2260,Sports,854,14,11827,debit_card,Miami,FL,78.0,False,False,False
225,2024-09-21,2397,Fashion,263,3,789,credit_card,Phoenix,AZ,42.0,False,True,False
226,2024-04-21,2041,Grocery,460,18,8280,paypal,San Francisco,CA,,False,True,False
227,2024-10-22,1369,Grocery,74,17,1258,credit_card,Miami,FL,35.0,False,True,False
228,2024-07-30,1857,Sports,412,20,8240,paypal,Seattle,WA,40.0,False,True,False
229,2024-07-19,1483,Sports,457,17,7769,credit_card,Seattle,WA,51.0,False,True,False
230,2024-03-05,1928,Electronics,873,14,11946,paypal,Houston,TX,56.0,False,False,False
231,2024-06-18,2230,Home,681,18,12258,paypal,Miami,FL,22.0,False,True,False
232,2024-11-09,1418,Electronics,4035,3,13546,credit_card,Phoenix,AZ,80.0,False,False,False
233,2024-01-08,1498,Beauty,386,15,5790,credit_card,Chicago,IL,20.0,False,True,False
234,2024-10-04,2645,Home,69,6,414,credit_card,Phoenix,AZ,43.0,False,True,False
235,2024-06-29,1755,Fashion,714,3,2142,paypal,Denver,CO,46.0,False,True,False
236,2024-09-20,1396,Beauty,156,10,1560,debit_card,Houston,TX,39.0,False,True,False
237,2024-08-30,2426,Toys,439,17,7463,credit_card,Miami,FL,31.0,False,True,False
238,2024-06-07,2433,Toys,302,12,3624,paypal,Phoenix,AZ,51.0,False,True,False
239,2024-04-22,2652,Electronics,1256,7,8792,paypal,Los Angeles,CA,18.0,False,True,False
240,2024-08-17,2519,Sports,563,25,14218,paypal,Houston,TX,64.0,False,False,False
241,2024-02-21,2983,Sports,600,12,7200,debit_card,Denver,CO,,False,True,False
242,2024-08-01,2149,Fashion,1253,11,14155,cash,Chicago,IL,66.0,False,False,False
243,2024-02-04,1573,Beauty,458,24,11155,paypal,Miami,FL,69.0,False,False,False
244,2024-08-25,2725,Grocery,233,57,13290,credit_card,San Francisco,CA,73.0,False,False,False
245,2024-08-18,1529,Home,1166,9,10494,cash,Chicago,IL,27.0,False,True,False
246,2024-01-31,1582,Fashion,729,16,11335,credit_card,Boston,MA,70.0,False,False,False
247,2024-10-04,2656,Fashion,102,10,1020,paypal,Miami,FL,53.0,False,True,False
248,2024-06-01,2763,Beauty,597,15,8955,paypal,Houston,TX,25.0,False,True,False
249,2024-10-15,1678,Electronics,1016,13,13142,debit_card,Chicago,IL,79.0,False,False,False
250,2024-01-16,2458,Grocery,173,68,11836,credit_card,Denver,CO,69.0,False,False,False
251,2024-03-06,2844,Beauty,112,4,448,credit_card,Chicago,IL,34.0,False,True,False
252,2024-06-29,2597,Sports,237,59,13950,credit_card,Denver,CO,74.0,False,False,False
253,2024-03-09,1009,Toys,1484,10,14687,debit_card,Miami,FL,64.0,False,False,False
254,2024-04-30,2329,Grocery,45,17,765,paypal,San Francisco,CA,46.0,False,True,False
255,2024-08-29,1339,Beauty,611,20,12220,credit_card,Los Angeles,CA,28.0,False,True,False
256,2024-02-22,2692,Home,604,19,11450,credit_card,New York,NY,64.0,False,False,False
257,2024-09-05,1134,Electronics,1047,14,14345,debit_card,Miami,FL,76.0,False,False,False
258,2024-02-07,2986,Toys,295,1,295,credit_card,Houston,TX,30.0,False,True,False
259,2024-03-05,1354,Home,194,4,776,credit_card,Seattle,WA,18.0,False,True,False
260,2024-08-03,1840,Electronics,1450,4,5800,credit_card,Phoenix,AZ,32.0,False,True,False
261,2024-10-17,1468,Grocery,460,15,6900,debit_card,Houston,TX,36.0,False,True,False
262,2024-03-03,2627,Sports,445,5,2225,debit_card,Boston,MA,41.0,False,True,False
263,2024-04-19,1786,Toys,641,21,13700,paypal,Seattle,WA,79.0,False,False,False
264,2024-12-04,2489,Home,674,19,12830,credit_card,Miami,FL,78.0,False,False,False
265,2024-12-28,1134,Electronics,448,28,12625,credit_card,Miami,FL,60.0,False,False,False
266,2024-07-31,1905,Electronics,2897,10,28970,paypal,Miami,FL,31.0,False,True,False
267,2026-11-02,2822,Fashion,425,12,5100,cash,Houston,TX,31.0,True,True,False
268,2024-05-06,2853,Electronics,950,3,2850,credit_card,,,23.0,False,True,False
269,2024-08-12,1417,Fashion,777,15,11597,paypal,Los Angeles,CA,67.0,False,False,False
270,2024-08-04,1788,Fashion,374,8,2992,paypal,Denver,CO,31.0,False,True,False
271,2024-04-17,1818,Sports,457,24,11016,paypal,San Francisco,CA,74.0,False,False,False
272,2024-01-09,2130,Toys,1339,8,10417,credit_card,Seattle,WA,55.0,False,False,False
273,2024-02-25,2074,Fashion,422,16,6752,credit_card,Chicago,IL,48.0,False,True,False
274,2024-12-16,1211,Sports,572,24,13562,credit_card,Denver,CO,76.0,False,False,False
275,2024-06-02,2525,Electronics,1060,11,11660,paypal,Seattle,WA,27.0,False,True,False
276,2024-06-25,1451,Fashion,1099,4,4396,paypal,San Francisco,CA,47.0,False,True,False
277,2024-06-19,1629,Grocery,64,12,768,credit_card,New York,NY,34.0,False,True,False
278,2024-10-13,2681,Grocery,28,2,56,credit_card,Houston,TX,29.0,False,True,False
279,2024-01-24,2379,Sports,355,31,11112,credit_card,Los Angeles,CA,77.0,False,False,False
280,2024-01-31,1793,Grocery,282,44,12477,debit_card,San Francisco,CA,56.0,False,False,False
281,2024-04-10,2824,Sports,1188,7,8316,paypal,Phoenix,AZ,28.0,False,True,False
282,2024-06-27,1788,Electronics,1195,5,5975,credit_card,Chicago,IL,24.0,False,True,False
283,2024-09-02,2130,Grocery,293,8,2344,debit_card,Miami,FL,37.0,False,True,False
284,2024-06-28,1491,Fashion,778,19,14450,credit_card,Chicago,IL,70.0,False,False,False
285,2024-06-10,1366,Toys,247,1,247,paypal,Phoenix,AZ,27.0,False,True,False
286,2024-12-09,1983,Toys,267,50,13356,paypal,Denver,CO,64.0,False,False,False
287,2024-02-28,2126,Fashion,556,14,7784,credit_card,Phoenix,AZ,24.0,False,True,False
288,2024-07-28,2611,Beauty,126,2,252,debit_card,Phoenix,AZ,39.0,False,True,False
289,2024-07-17,1781,Sports,613,7,4291,paypal,New York,NY,50.0,False,True,False
290,2024-06-22,2790,Fashion,547,19,10393,paypal,Phoenix,AZ,26.0,False,True,False
291,2024-10-22,2214,Fashion,459,12,5508,debit_card,Denver,CO,,False,True,False
292,2024-04-07,1140,Beauty,210,15,3150,credit_card,Denver,CO,34.0,False,True,False
293,2024-12-15,2478,Home,431,9,3879,credit_card,Denver,CO,20.0,False,True,False
294,2024-05-01,2149,Electronics,3336,17,56712,debit_card,Houston,TX,18.0,False,True,False
295,2024-07-18,1778,Grocery,22,18,396,credit_card,New York,NY,27.0,False,True,False
296,2024-07-09,1934,Fashion,458,24,10846,cash,Los Angeles,CA,65.0,False,False,False
297,2024-11-07,1603,Toys,208,17,3536,credit_card,Los Angeles,CA,20.0,False,True,False
298,2024-06-09,2228,Beauty,527,15,7905,paypal,New York,NY,49.0,False,True,False
299,2024-04-14,2133,Beauty,236,5,1180,credit_card,Boston,MA,19.0,False,True,False
300,2024-01-08,1894,Toys,1285,20,25700,credit_card,Seattle,WA,31.0,False,True,False
301,2024-05-13,1570,Toys,519,2,1038,credit_card,Boston,MA,29.0,False,True,False
302,2024-10-29,1797,Beauty,176,12,2112,debit_card,Chicago,IL,39.0,False,True,False
